,flour**,3,0.0534
,¾ kosher salt,3,0.0534
,whole cumin seeds,3,0.0534
,oil choice,3,0.0534
,parsley leaves tender stems,3,0.0534
,small,3,0.0534
,regular,3,0.0534
,cacao nibs,3,0.0534
,ounces chocolate chips dark chocolate,3,0.0534
,crushed,3,0.0534
,packed brown sugar,3,0.0534
,tsp sea salt,3,0.0534
,flaky sea salt,3,0.0534
,distilled white vinegar,3,0.0534
,oat milk*,2,0.0534
,creamy almond butter,2,0.0534
,dried thyme,2,0.0534
,kosher sea salt,2,0.0534
,black,2,0.0534
,maple,2,0.0534
,small juiced,2,0.0534
,white sesame seeds,2,0.0534
,juiced,2,0.0534
,avocado,2,0.0534
,creamy almond butter cashew butter**,2,0.0534
,crushed as needed,2,0.0534
,grated as needed,2,0.0534
,black pepper**,2,0.0534
,hemp seeds,2,0.0534
,dates dried fruit (see “substitutes” section in blog post),2,0.0534
,shelled pistachios,2,0.0534
,firm,2,0.0534
,chipotle chile flakes (crushed chipotle chilies),2,0.0534
,kala namak (aka black,2,0.0534
,generous tahini,2,0.0534
,milk such as almond,2,0.0534
,olive oil cooking oil choice,2,0.0534
,coconut yogurt plain),2,0.0534
,salsa,2,0.0534
,several cracks black pepper,2,0.0534
,pickled jalapeños pickled jalapeño brine,2,0.0534
,(use jalapeño a milder version pepper),2,0.0534
,garlic grated crushed,2,0.0534
,flour flouring surface,2,0.0534
,milk,2,0.0534
,ice cream,2,0.0534
,roughly,2,0.0534
,cacao powder,2,0.0534
,celery,2,0.0534
,juiced (about,2,0.0534
,(peeled not),2,0.0534
,specially selected maple syrup,2,0.0534
,garlic thinly sliced,2,0.0534
,raisins,2,0.0534
,whole cloves,2,0.0534
,a,2,0.0534
,sea,2,0.0534
,ripe avocados,2,0.0534
,garlic crushed,2,0.0534
,lime serving,2,0.0534
,cherry sliced in quarters,2,0.0534
,leaves,2,0.0534
,black rinsed,2,0.0534
,loosely packed basil leaves,2,0.0534
,red pepper,2,0.0534
,pine nuts,2,0.0534
,ounce earth grown extra firm,2,0.0534
,chipotle peppers in adobo sauce,2,0.0534
,sugar brown sugar,2,0.0534
,lots black pepper,2,0.0534
,a juiced,2,0.0534
,balsamic vinegar,2,0.0534
,soy sauce,2,0.0534
,a two cayenne pepper,2,0.0534
,molasses,2,0.0534
,aleppo pepper red pepper flakes),2,0.0534
,lemons*,2,0.0534
,garlic left whole peeled,2,0.0534
,rosemary sprig,2,0.0534
,water vegetable broth),2,0.0534
,crushed red pepper flakes aleppo pepper),2,0.0534
,bread serving,2,0.0534
,tamari soy sauce,2,0.0534
,ounce) coconut milk,2,0.0534
,ounces pasta choice,2,0.0534
,coarse flaky sea salt,2,0.0534
,extra firm,2,0.0534
,small roughly,2,0.0534
,squeezed lemon juice lime juice,2,0.0534
,avocado oil oil choice,2,0.0534
,milk choice,2,0.0534
,serving),2,0.0534
,small garlic,2,0.0534
,whole seeds,2,0.0534
,grated,2,0.0534
,squeezed lemon,2,0.0534
,water as needed,2,0.0534
,powdered sifted,2,0.0534
,stick at room temperature,2,0.0534
,simply nature sugar,2,0.0534
,cardamom,2,0.0534
,whipped coconut whipped cream,2,0.0534
,spooned leveled weighed (see “tips section”),2,0.0534
,oat milk milk),2,0.0534
,sunflower oil oil),2,0.0534
,unsulphured molasses (not blackstrap molasses),2,0.0534
,cream sauce (recipe below),2,0.0534
,coconut cream*,2,0.0534
,coconut melted,2,0.0534
,almond flour almond meal,2,0.0534
,blueberries,2,0.0534
,tbsp coconut melted,2,0.0534
,flour****,2,0.0534
,arrowroot powder),2,0.0534
,white,2,0.0534
,curry powder,2,0.0534
,vegetable broth*,2,0.0534
,serving coconut flatbread rice,2,0.0534
,thyme,2,0.0534
,agave nectar,2,0.0534
,garlic cloves crushed,2,0.0534
,piece,2,0.0534
,shallot a small red,2,0.0534
,whites light green parts (dark green sliced on a bias reserved,2,0.0534
,green bell pepper,2,0.0534
,sambal oelek sauce,2,0.0534
,small head cut,2,0.0534
,grated crushed with a press),2,0.0534
,kashmiri red chili powder (mild chili powder),2,0.0534
,rosemary,2,0.0534
,medjool pitted in,1,0.0534
,extra,1,0.0534
,a cayenne pepper,1,0.0534
,strip peel,1,0.0534
,sweet (however you,1,0.0534
,juice lemon,1,0.0534
,hummus homemade) use as much as you,1,0.0534
,shredded,1,0.0534
,tahini**,1,0.0534
,crisp peeled (i used fuji apples),1,0.0534
,cardamom cloves,1,0.0534
,natural almond butter,1,0.0534
,coconut yogurt yogurt choice),1,0.0534
,cherry grape halved,1,0.0534
,red bell pepper yellow),1,0.0534
,loosely packed,1,0.0534
,ounce) firm,1,0.0534
,kala namak (black salt)* but gives that classic eggy,1,0.0534
,sour cream,1,0.0534
,natural butter,1,0.0534
,a berries (i used,1,0.0534
,coconut flakes shredded coconut,1,0.0534
,frozen raspberries,1,0.0534
,tightly packed such as mint also use carrot baby etc.),1,0.0534
,extra virgin olive oil substitute up with water),1,0.0534
,dried roughly thyme,1,0.0534
,creamy variety almond butter sub cashew butter),1,0.0534
,dried fruit mini chocolate chips) such as blueberries*,1,0.0534
,sunflower nuts choice,1,0.0534
,hemp seeds (also called hemp hearts),1,0.0534
,whole wheat pastry flour**,1,0.0534
,pumpkin,1,0.0534
,butter serving****,1,0.0534
,oil choice cooking,1,0.0534
,maple syrup serving,1,0.0534
,flour (use gf as needed),1,0.0534
,queso sauce (recipe below),1,0.0534
,eggy scramble (recipe below),1,0.0534
,crispy roasted (recipe below),1,0.0534
,pico de gallo (recipe below),1,0.0534
,hot sauce serving (i like cholula tapatio),1,0.0534
,ounces yukon gold peeled as evenly as possible cubes,1,0.0534
,regular olive oil avocado oil),1,0.0534
,tbsp aquafaba,1,0.0534
,sunflower oil,1,0.0534
,tbsp brown loosely packed,1,0.0534
,pumpkin (i recommend not using pumpkin)*,1,0.0534
,spooned leveled (see “tips” section above),1,0.0534
,cream cheese icing,1,0.0534
,maple tahini icing,1,0.0534
,pepitas pistachios),1,0.0534
,at room temperature,1,0.0534
,ounces cream at room temperature,1,0.0534
,tbsp powdered sifted,1,0.0534
,tahini***,1,0.0534
,sweet (about ounces,1,0.0534
,creamy milk (something like oat coconut cashew soy milk macadamia nut milk; use a milk as needed),1,0.0534
,ripe frozen,1,0.0534
,maple syrup sweeten,1,0.0534
,melted dark chocolate coconut whipped cream nondairy whipped,1,0.0534
,cubed chilled until very firm,1,0.0534
,flaky sea salt black pepper,1,0.0534
,small bunch asparagus (try choose spears that aren’t thick,1,0.0534
,a small dill,1,0.0534
,juiced (about juice),1,0.0534
,shelling shelled,1,0.0534
,a small basil thinly sliced,1,0.0534
,a few sprigs dill,1,0.0534
,aquafaba (liquid from a chickpeas),1,0.0534
,in,1,0.0534
,milk (i use oat milk),1,0.0534
,silken,1,0.0534
,stems removed; keep cut berries in,1,0.0534
,a squeeze lime juice a bit lime,1,0.0534
,spelt flour sub flour),1,0.0534
,country crock cubed chilled until very firm,1,0.0534
,– frozen blackberries,1,0.0534
,– – sugar*,1,0.0534
,a few basil mint slivered,1,0.0534
,almond flour*,1,0.0534
,almond milk milk,1,0.0534
,yogurt**,1,0.0534
,maple syrup***,1,0.0534
,ripe mashed,1,0.0534
,melted coconut oil neutral oil choice),1,0.0534
,coconut brown sugar,1,0.0534
,melted coconut oil (melted neutral oil choice),1,0.0534
,soy milk*,1,0.0534
,very strong (espresso water)**,1,0.0534
,shelled hemp seeds (also known as hemp hearts),1,0.0534
,a couple ginger***,1,0.0534
,maple syrup**,1,0.0534
,blackstrap molasses,1,0.0534
,arrowroot powder***,1,0.0534
,flour (i used this,1,0.0534
,almond flour**,1,0.0534
,grated nutmeg***,1,0.0534
,tsp cloves but recommended),1,0.0534
,small very ripe,1,0.0534
,kabocha squash (instructions make be found in step,1,0.0534
,almond milk milk*****,1,0.0534
,avocado oil******,1,0.0534
,coconut sugar brown sugar (use coconut sugar keep,1,0.0534
,cinnamon walnut streusel,1,0.0534
,brown sugar coconut sugar (use coconut sugar keep recipe,1,0.0534
,almond flour,1,0.0534
,solid coconut oil (use oil avoid coconutty,1,0.0534
,almond milk*,1,0.0534
,lemon juice**,1,0.0534
,almond flour***,1,0.0534
,each: cloves,1,0.0534
,pumpkin (homemade from a,1,0.0534
,– chocolate chips,1,0.0534
,serving: maple coconut whipped walnuts,1,0.0534
,extra virgin olive oil neutral cooking oil choice,1,0.0534
,sliced (i recommend a crisp such as gala)*,1,0.0534
,loaf french bread (about sliced (not thick thin) pieces**,1,0.0534
,oat milk creamy milk),1,0.0534
,ounces silken,1,0.0534
,extra virgin olive oil but adds a nice rich body),1,0.0534
,sunflower grapeseed oil,1,0.0534
,yogurt whipped,1,0.0534
,hearts rinsed,1,0.0534
,(i used sir,1,0.0534
,spicy brown regular mustard,1,0.0534
,celery seeds,1,0.0534
,sweet pickle,1,0.0534
,crumbled substitute with dulse flakes),1,0.0534
,serving: slices hearty whole grain sliced baguette (use bread a option),1,0.0534
,romaine leaf sliced shaved sliced dill pickles,1,0.0534
,apple cider vinegar white vinegar a mixture both),1,0.0534
,maple syrup sugar),1,0.0534
,whole,1,0.0534
,cumin seeds*,1,0.0534
,⅔ ¾ vegetable broth,1,0.0534
,french green lentils,1,0.0534
,tamari (depends on how salty vegetable broth is),1,0.0534
,pearled sub such as millet brown rice),1,0.0534
,bay leaves seasoning),1,0.0534
,black pepper seasoning),1,0.0534
,garlic sliced in seasoning),1,0.0534
,¾ cooked chickpeas,1,0.0534
,serving: extra virgin olive paprika.,1,0.0534
,pound baby quartered (peel left on)*,1,0.0534
,french green lentils (puy lentils),1,0.0534
,bouquet garni: bay leaves a few sprigs each tied tightly with kitchen twine**,1,0.0534
,black pepper pepper,1,0.0534
,aged balsamic vinegar****,1,0.0534
,pound baby quartered (peel left on),1,0.0534
,french green lentils (aka puy lentils),1,0.0534
,bouquet garni: bay leaves a few sprigs each tied tightly with kitchen twine*,1,0.0534
,aged balsamic vinegar***,1,0.0534
,small green cabbage a cabbage,1,0.0534
,small butternut squash pounds),1,0.0534
,simply nature kale,1,0.0534
,peeled ribboned with a vegetable peeler*,1,0.0534
,) rinsed,1,0.0534
,¾ dijon mustard,1,0.0534
,¾ dried,1,0.0534
,whole unsalted**,1,0.0534
,simply nature light agave nectar,1,0.0534
,grapeseed oil,1,0.0534
,sliced on bias*,1,0.0534
,a roughly ounces,1,0.0534
,kosher salt & black pepper,1,0.0534
,– red chili powder**,1,0.0534
,¾ dry white wine***,1,0.0534
,vegetable broth a little as needed),1,0.0534
,coconut stirred well,1,0.0534
,whole green cardamom pods,1,0.0534
,fennel seeds,1,0.0534
,cinnamon sticks long),1,0.0534
,¾ leaves,1,0.0534
,lemon juice (a few squeezes),1,0.0534
,coconut yogurt yogurt,1,0.0534
,white brown flatbread such as roti,1,0.0534
,ceviche salad (recipe below),1,0.0534
,guacamole (recipe below),1,0.0534
,hard taco shells recipe below),1,0.0534
,dulse flakes (if not you substitute this with a sheet roasted you’ll need grind up in a spice grinder food,1,0.0534
,hearts thinly sliced in rounds,1,0.0534
,ounces cherry grape quartered,1,0.0534
,a small red,1,0.0534
,jalapeño (use mild heat),1,0.0534
,tightly packed,1,0.0534
,juicy juiced,1,0.0534
,add a two cayenne pepper),1,0.0534
,taco holder tray,1,0.0534
,salad (recipe below),1,0.0534
,crema (recipe below),1,0.0534
,refried black recipe below),1,0.0534
,substitute flour if not,1,0.0534
,hard taco shells (i used which are you also try taco shells such as this; try homemade taco shells in third recipe below),1,0.0534
,a small red thinly sliced,1,0.0534
,small jalapeño peppers thinly sliced rounds),1,0.0534
,ears,1,0.0534
,water thin as needed,1,0.0534
,hemp seeds (also known as hemp hearts),1,0.0534
,jalapeño roughly (remove seeds mild use peppers a spicy version),1,0.0534
,extra virgin olive oil but adds a nice richness),1,0.0534
,– vegetable liquid,1,0.0534
,garlic cloves thinly sliced clove grated crushed through a press,1,0.0534
,preserved lemon peel see note below)*,1,0.0534
,aleppo pepper red pepper flakes)**,1,0.0534
,sundried,1,0.0534
,baby roughly,1,0.0534
,pine,1,0.0534
,mini cucumbers cucumber),1,0.0534
,ripe but firm sliced,1,0.0534
,one basil slivered,1,0.0534
,very thinly sliced,1,0.0534
,small jalapeño thinly sliced rounds (use pepper moderate heat; remove seeds mild heat),1,0.0534
,extra virgin olive grilling,1,0.0534
,ears husked,1,0.0534
,cherry,1,0.0534
,– ¾ leaves tender,1,0.0534
,ripe chunks,1,0.0534
,romaine hearts center leaves romaine),1,0.0534
,simply nature avocado oil simply nature extra virgin olive oil),1,0.0534
,pickled red onions (see pickled thinly sliced red onion,1,0.0534
,simple nature cashews,1,0.0534
,parsley leaves,1,0.0534
,red sliced as thinly as you,1,0.0534
,apple cider vinegar distilled white vinegar,1,0.0534
,maple syrup sugar,1,0.0534
,mushroom caps,1,0.0534
,l’oven sesame hamburger buns,1,0.0534
,lettuce leaves sliced sliced red onion pickled sliced pickles,1,0.0534
,sliced red onion,1,0.0534
,pickled pickled jalapeños,1,0.0534
,sliced avocado,1,0.0534
,simply nature ketchup spicy brown,1,0.0534
,mustard choice: spicy brown,1,0.0534
,vegetables cut pieces (such as bell red summer peppers)*,1,0.0534
,pound pineapple spears,1,0.0534
,ounces ridged pasta),1,0.0534
,links sausage (i like beyond meat field roast,1,0.0534
,olive as needed,1,0.0534
,marinara sauce,1,0.0534
,baby spinach baby kale,1,0.0534
,basil (slivered) parsley,1,0.0534
,tempeh,1,0.0534
,grapeseed oil avocado oil cooking,1,0.0534
,bbq sauce (recipe below) (about bbq sauce),1,0.0534
,sauce*,1,0.0534
,liquid smoke**,1,0.0534
,red beets (about,1,0.0534
,fennel bulbs (reserve fronds salad),1,0.0534
,extra virgin olive oil roasting),1,0.0534
,bread crumbs**,1,0.0534
,flaky coarse sea,1,0.0534
,cooked (if rinsed)**,1,0.0534
,it peel & cut pieces salad),1,0.0534
,ripe cut small chunks,1,0.0534
,dijon mustard whole grain,1,0.0534
,⅛ sweet hot paprika,1,0.0534
,maple syrup (only if needed tartness),1,0.0534
,ounces fettuccine,1,0.0534
,bunch asparagus (about sliced thinly on diagonal pieces**,1,0.0534
,roasted crushed,1,0.0534
,(leaves tender,1,0.0534
,sliced in olives)****,1,0.0534
,navy white rinsed,1,0.0534
,ounces but sturdy rustic bread*,1,0.0534
,pounds cherry grape sliced in,1,0.0534
,shallots ounces peeled sliced rings,1,0.0534
,thyme leaves**,1,0.0534
,¾ parsley leaves,1,0.0534
,dried red chili broken in sub with red pepper flakes),1,0.0534
,uncooked,1,0.0534
,sprigs rosemary,1,0.0534
,sprigs,1,0.0534
,(i prefer,1,0.0534
,if desired),1,0.0534
,cauliflower cut,1,0.0534
,head cauliflower cut,1,0.0534
,¾ kosher,1,0.0534
,olive,1,0.0534
,leeks leeks,1,0.0534
,ounces mixed mushrooms (see “ingredient rundown” section which variety i used),1,0.0534
,thyme roughly dried thyme,1,0.0534
,dry white such as pinot grigio sauvignon,1,0.0534
,dijon mustard mustard,1,0.0534
,olive oil*,1,0.0534
,sweet onion yellow onion,1,0.0534
,sticks,1,0.0534
,crushed red pepper flakes,1,0.0534
,vegetable broth**,1,0.0534
,bouquet garni: bay leaves sprig sage small sprigs tied tightly with kitchen twine,1,0.0534
,yukon gold (about ounces peeled,1,0.0534
,rinsed cooked,1,0.0534
,artichoke,1,0.0534
,small head center rib removed shredded (about small bunch),1,0.0534
,loosely packed parsley leaves,1,0.0534
,lemons (i prefer since we're using peel),1,0.0534
,such as grapeseed oil,1,0.0534
,ounces washed well stems removed,1,0.0534
,soaked in boiling water hour (if blender isn’t i recommend soaking in cool water overnight hours),1,0.0534
,garlic peeled but left whole,1,0.0534
,piece peeled roughly,1,0.0534
,stem removed (remove seeds a mild heat),1,0.0534
,coconut oil choice,1,0.0534
,fenugreek also known as methi,1,0.0534
,white rice flatbread such as paratha,1,0.0534
,(about,1,0.0534
,grapeseed oil avocado oil oil choice),1,0.0534
,red yellow),1,0.0534
,small this makes it spicy! omit mild moderate heat),1,0.0534
,plum roma,1,0.0534
,kashmiri red chile powder*,1,0.0534
,cooked white brown rice,1,0.0534
,ounces frozen udon noodles*,1,0.0534
,small bell thinly sliced,1,0.0534
,¾ leaves tender,1,0.0534
,sliced on a bias,1,0.0534
,ounces frozen defrosted,1,0.0534
,⅛ sea salt,1,0.0534
,oil (such as grapeseed avocado oil),1,0.0534
,chile flakes red pepper flakes,1,0.0534
,garlic crushed with a garlic press,1,0.0534
,roughly (unsalted is,1,0.0534
,chinese black vinegar**,1,0.0534
,maple syrup agave nectar,1,0.0534
,black mustard seeds sub brown mustard seeds),1,0.0534
,dried curry leaves,1,0.0534
,sugar coconut sugar,1,0.0534
,small cauliflower cut small,1,0.0534
,previously frozen defrosted**,1,0.0534
,sea salt tsp diamond crystal kosher salt),1,0.0534
,baby,1,0.0534
,cooked white brown flatbread choice,1,0.0534
,previously frozen defrosted*,1,0.0534
,lemon juice apple cider vinegar,1,0.0534
,arrowroot powder**,1,0.0534
,bread crumbs***,1,0.0534
,extra virgin olive drizzling,1,0.0534
,sprig rosemary but recommended),1,0.0534
,dried red chili pepper substitute with red pepper flakes),1,0.0534
,rinsed equal,1,0.0534
,creamy such as oat milk coconut milk,1,0.0534
,a whole peeled,1,0.0534
,ounces such as etc.,1,0.0534
,earth grown extra firm,1,0.0534
,simply nature extra virgin olive oil*,1,0.0534
,⅛ cayenne pepper spicy),1,0.0534
,grove shelled pistachios (unsalted salted)*,1,0.0534
,lemon as needed,1,0.0534
,head garlic,1,0.0534
,green cabbage heads,1,0.0534
,small yellow quartered,1,0.0534
,roasted garlic (from recipe above),1,0.0534
,roasted onion wedges (from recipe above),1,0.0534
,roasted cabbage (from recipe above),1,0.0534
,soaked in boiling water minutes*,1,0.0534
,as needed**,1,0.0534
,specially selected brown basmati rice,1,0.0534
,grove shelled pistachios (unsalted salted),1,0.0534
,two cayenne pepper,1,0.0534
,sea salt (omit if using salted pistachios),1,0.0534
,simply nature kale (as much as you,1,0.0534
,peeled,1,0.0534
,tsp red pepper flakes,1,0.0534
,parsley leaves tender,1,0.0534
,sage,1,0.0534
,(in a not a,1,0.0534
,¾ dry white wine**,1,0.0534
,vegetable as desired,1,0.0534
,slivered***,1,0.0534
,butternut squash,1,0.0534
,regular olive oil avocado oil roasting,1,0.0534
,olive oil (you will need oil if not using a nonstick,1,0.0534
,roughly sage leaves,1,0.0534
,roughly rosemary leaves,1,0.0534
,dry red wine (such as pinot malbec),1,0.0534
,green brown lentils,1,0.0534
,⅔ vegetable broth,1,0.0534
,roasted butternut squash (from scooped out halves),1,0.0534
,water vegetable as needed thin sauce,1,0.0534
,salt pepper,1,0.0534
,heads cauliflower*,1,0.0534
,shelled roasted pistachios**,1,0.0534
,very thinly sliced (about thick)***,1,0.0534
,garlic thinly sliced (try slice as evenly as possible even cooking),1,0.0534
,well stirred****,1,0.0534
,(remove less heat),1,0.0534
,homemade chili powder (recipe chili powder*,1,0.0534
,dry red such as syrah pinot noir,1,0.0534
,navy small white rinsed,1,0.0534
,cocoa powder (i prefer dutch process cocoa powder),1,0.0534
,tamari soy sauce if you have you use that,1,0.0534
,chipotle peppers in peppers measure out adobo sauce**,1,0.0534
,whole peeled crushed by (include juices),1,0.0534
,kosher salt as needed,1,0.0534
,maple as needed***,1,0.0534
,red wine vinegar apple cider vinegar),1,0.0534
,masa harina flour),1,0.0534
,sour cream avocado,1,0.0534
,sliced scallions,1,0.0534
,shredded cheese queso,1,0.0534
,quick pickled red onions****,1,0.0534
,peppers*,1,0.0534
,guajillo peppers*,1,0.0534
,chiles de arbol**,1,0.0534
,garlic powder garlic,1,0.0534
,onion powder onion,1,0.0534
,creamy yogurt*,1,0.0534
,garlic crushed with a press grated,1,0.0534
,grapeseed oil cooking,1,0.0534
,green cardamom (black seeds only; discard pods),1,0.0534
,cinnamon sticks***,1,0.0534
,fenugreek aka methi but recommended)****,1,0.0534
,red chile powder***** (use amount a milder heat),1,0.0534
,grapeseed oil oil,1,0.0534
,whole dried red chilies (if not you sub with tsp red pepper omit less heat),1,0.0534
,red onion small red,1,0.0534
,thinly sliced pepper – only spicy spicy version)*******,1,0.0534
,red chile powder** (use amount a milder heat),1,0.0534
,pound,1,0.0534
,stems leaves (save leaves,1,0.0534
,fenugreek leaves aka methi but recommended)***,1,0.0534
,cooked white rice such as roti,1,0.0534
,yogurt dollop on but adds a nice cooling,1,0.0534
,earth grown,1,0.0534
,a small green red cabbage a cabbage (about,1,0.0534
,carrots about,1,0.0534
,simply nature creamy butter,1,0.0534
,agave nectar maple syrup,1,0.0534
,soy sauce (use tamari,1,0.0534
,squeeze lime juice,1,0.0534
,loosely packed (leaves tender omit stems),1,0.0534
,simply nature roasted cashews,1,0.0534
,garlic powder garlic roughly,1,0.0534
,small jalapeño pepper a jalapeño cut in,1,0.0534
,water only as needed,1,0.0534
,i used la style,1,0.0534
,salsa choice i used simply nature thick & chunky hot salsa,1,0.0534
,pound french green cut pieces*,1,0.0534
,scallions sliced thinly**,1,0.0534
,garlic cloves thinly sliced,1,0.0534
,red pepper flakes i use,1,0.0534
,lemon end,1,0.0534
,medjool dates about dates,1,0.0534
,almonds),1,0.0534
,smooth almond butter,1,0.0534
,ounces coconut cream*,1,0.0534
,ounces dark roughly (i like using,1,0.0534
,coconut oil coconut oil will bring a coconutty,1,0.0534
,about dates) medjool dates,1,0.0534
,a few sprinkles flaky sea salt,1,0.0534
,raspberries berries,1,0.0534
,aquafaba*,1,0.0534
,very ripe ripe (this last one is,1,0.0534
,sunflower olive oil,1,0.0534
,brown sugar coconut sugar ***,1,0.0534
,spooned leveled (see tips as well as substitutes section),1,0.0534
,unbleached flour,1,0.0534
,lemon (about lemons),1,0.0534
,almond milk use oat milk soy milk),1,0.0534
,squeezed lemon juice (about lemons),1,0.0534
,poppy seeds,1,0.0534
,frozen blackberries,1,0.0534
,grated ginger (use a bit a prominent ginger,1,0.0534
,room temperature,1,0.0534
,ounces cream cheese,1,0.0534
,⅔ hazelnuts,1,0.0534
,ounces sweetened condensed coconut milk*,1,0.0534
,ounces dark chocolate chips chunks,1,0.0534
,(not artificial)***,1,0.0534
,milk (i used this oat milk),1,0.0534
,sunflower melted coconut oil*,1,0.0534
,raspberries***,1,0.0534
,raspberry jam (recipe below),1,0.0534
,buttercream frosting (recipe below),1,0.0534
,raspberries frozen raspberries,1,0.0534
,ounces cream at room temperature*,1,0.0534
,friendly farms oatmilk,1,0.0534
,baker’s all purpose flour,1,0.0534
,pound hulled cut in quarters if,1,0.0534
,aquafaba (liquid from a use unsalted chickpeas),1,0.0534
,sugar sugar,1,0.0534
,ounces dark roughly,1,0.0534
,cubed,1,0.0534
,dutch process cocoa powder*,1,0.0534
,¾ sea salt,1,0.0534
,espresso powder**,1,0.0534
,ounces dark bittersweet chocolate dark chocolate,1,0.0534
,sliced apples fruit skewers,1,0.0534
,dark chocolate bars,1,0.0534
,chocolate,1,0.0534
,mini cookies brownies,1,0.0534
,snacks salted nuts),1,0.0534
,such as nutella coconut whip,1,0.0534
,pound with stems washed dried,1,0.0534
,ounces pretzel rods,1,0.0534
,medjool dates (about dates),1,0.0534
,sub almonds,1,0.0534
,tahini sub smooth butter,1,0.0534
,sprinkles,1,0.0534
,soaked in boiling water hour*,1,0.0534
,creamy milk (i use oat milk),1,0.0534
,ounces bourbon,1,0.0534
,coconut cream refrigerated hours longer*,1,0.0534
,pumpkin purée,1,0.0534
,almond butter,1,0.0534
,reserved crust crumble,1,0.0534
,coconut oil nonstick cooking spray greasing,1,0.0534
,oat flour,1,0.0534
,arrowroot powder substitute tapioca starch),1,0.0534
,cut cubes,1,0.0534
,soaked in boiling water hour,1,0.0534
,coconut cream scoop solid from a coconut milk)*,1,0.0534
,agave nectar maple syrup),1,0.0534
,melted coconut oil,1,0.0534
,trimmed sliced very thinly,1,0.0534
,hazelnuts,1,0.0534
,rolled oats*,1,0.0534
,packed medjool pits removed ounces)**,1,0.0534
,cacao cocoa powder,1,0.0534
,melted coconut oil***,1,0.0534
,chocolate chips dark chocolate),1,0.0534
,flaky sea salt but recommended,1,0.0534
,loosely packed brown sugar,1,0.0534
,grated nutmeg*,1,0.0534
,salt,1,0.0534
,milk choice (i used oat milk),1,0.0534
,stick country crock melted,1,0.0534
,oil (i used sunflower oil),1,0.0534
,added apple juice,1,0.0534
,applesauce,1,0.0534
,note: this cake isn’t sweet on its own so icing is a delicious but if you are watching sugar feel free omit.,1,0.0534
,squeezed juice sub lemon juice a slightly tart icing),1,0.0534
,pound ripe but relatively firm peaches,1,0.0534
,coconut sugar brown sugar),1,0.0534
,nutmeg (i recommend grated nutmeg),1,0.0534
,country crock butter,1,0.0534
,kosher salt is based on saltiness butter; i used a use less if using sea salt instead),1,0.0534
,oat milk (i used oatly),1,0.0534
