url,name,ingredient
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,4 tablespoons tahini**
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,4 baked sweet potatoes
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1/4 cup water
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"3 medium-sized crisp apples, peeled and diced (i used fuji apples)"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1 tablespoon maple syrup (optional)
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1 teaspoon ground cinnamon
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1/2 teaspoon ground ginger
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1/8 teaspoon ground cardamom or cloves
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1/4 teaspoon sea salt
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1/4 - 1/2 cup (65-130g) natural almond butter
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"1/2 - 3/4 cup (110-170g) plain, unsweetened coconut yogurt  (or plant-based yogurt of choice)"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1-2 teaspoons chia seeds
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,2-4 tablespoons chopped pecans or walnuts
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,4 baked sweet potatoes
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"1 (15-ounce) (400g) can of black beans,"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"1 pint (275-300g) cherry or grape tomatoes, halved"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1/2 cup (75g) finely diced red onion
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1/2 cup (90g) diced red bell pepper (or orange or yellow)
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,2 tablespoons fresh lime juice
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"1/2 cup (10g) loosely packed cilantro, finely chopped"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"1/2 tablespoon extra virgin olive oil,  plus more to taste"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,kosher or sea salt to taste
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,freshly cracked black pepper to taste
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1 (14-16 ounce) (400-454g) block of firm tofu
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1 tablespoon olive oil
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,2 tablespoons nutritional yeast
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"1/4 - 1/2 teaspoon kala namak (black salt)* (optional, but gives the tofu that classic eggy flavor)"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1/4  teaspoon garlic powder
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1/4  teaspoon cumin
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,kosher salt or sea salt to taste
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,freshly cracked black pepper to taste
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,vegan sour cream
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"avocado, sliced or diced"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,2 baked sweet potatoes
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,2 tablespoons natural peanut butter
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"1/2 banana,  sliced"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,a handful of berries (i used finely chopped strawberries)
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1-2 tablespoons coconut flakes or unsweetened shredded coconut (optional)
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1 1/2 cups fresh or frozen raspberries  (180-210g)
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"1 1/2 - 2 tablespoons pure maple syrup, plus more to taste"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1 1/2 tablespoons chia seeds
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"1/2 medium orange, zested"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,4 baked sweet potatoes
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"2 cups (50g) tightly packed soft herbs,  such as parsley, cilantro, and/or mint (can also use carrot tops, baby spinach, arugula, etc.)"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"1/2 cup (56g) walnuts,  raw or toasted"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"3 garlic cloves,  roughly chopped"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"1 small lemon, zested, then juiced"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1/4 - 1/2 teaspoon kosher salt
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,freshly cracked black pepper to taste
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,2-3 tablespoons nutritional yeast (optional)
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,6 tablespoons extra virgin olive oil (can substitute up to half with water)
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"1 (15-ounce) (440g) can of cannellini beans,  drained and rinsed thoroughly**"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,2 teaspoons olive oil
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"1 teaspoon dried thyme,  or 1 tablespoon of roughly chopped fresh thyme"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1 tablespoon white sesame seeds
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,1/2 teaspoon kosher salt
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,"1/2 medium lemon,  juiced"
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,chopped tomatoes
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,diced avocado
https://rainbowplantlife.com/stuffed-breakfast-sweet-potatoes-five-recipes/,Stuffed Breakfast Sweet Potatoes: 5 Recipes!,tahini
https://rainbowplantlife.com/healthy-vegan-breakfast-cookies/,Breakfast Cookies,2 tablespoons ground flaxseed meal
https://rainbowplantlife.com/healthy-vegan-breakfast-cookies/,Breakfast Cookies,"2 cups (190g) rolled oats (certified gluten-free, as needed)"
https://rainbowplantlife.com/healthy-vegan-breakfast-cookies/,Breakfast Cookies,1/2 cup (50g) unsweetened shredded coconut
https://rainbowplantlife.com/healthy-vegan-breakfast-cookies/,Breakfast Cookies,1/2 teaspoon baking powder
https://rainbowplantlife.com/healthy-vegan-breakfast-cookies/,Breakfast Cookies,1/2 teaspoon baking soda
https://rainbowplantlife.com/healthy-vegan-breakfast-cookies/,Breakfast Cookies,1/2 teaspoon fine sea salt
https://rainbowplantlife.com/healthy-vegan-breakfast-cookies/,Breakfast Cookies,"3/4 cup (190g) smooth, creamy variety of almond butter (can sub cashew butter)"
https://rainbowplantlife.com/healthy-vegan-breakfast-cookies/,Breakfast Cookies,1/2 cup (160 ml) pure maple syrup
https://rainbowplantlife.com/healthy-vegan-breakfast-cookies/,Breakfast Cookies,1 1/2 teaspoons pure vanilla extract
https://rainbowplantlife.com/healthy-vegan-breakfast-cookies/,Breakfast Cookies,"1/2 cup dried fruit (or mini vegan chocolate chips) such as cranberries, currants, blueberries*"
https://rainbowplantlife.com/healthy-vegan-breakfast-cookies/,Breakfast Cookies,"1/2  cup  (60g) pepitas, sunflower seeds, or nuts of choice chopped**"
https://rainbowplantlife.com/healthy-vegan-breakfast-cookies/,Breakfast Cookies,1/3 cup (50g) hemp seeds (also called hemp hearts)
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,2 tablespoons (16g) ground flaxseed meal
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,"2 cups old-fashioned rolled oats (190g) (certified gluten-free, as needed)"
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,1/2 cup unsweetened shredded coconut
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,1/2 teaspoon baking powder
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,1/2 teaspoon baking soda
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,1/2 teaspoon fine sea salt
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,"3/4 cup smooth, creamy almond butter or cashew butter**"
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,1/2 cup (120 ml) pure maple syrup
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,1 1/2 teaspoons pure vanilla extract
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,1 tablespoon ground cinnamon
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,1 ½ teaspoons ground ginger
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,"1/2 teaspoon freshly crushed cardamom*, plus more to taste as needed"
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,"1/4 teaspoon freshly grated nutmeg, plus more to taste as needed"
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,1/4 teaspoon ground allspice
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,1/4 teaspoon ground cloves
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,pinch of black pepper**
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,1/3 cup (50g) hemp seeds
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,"1/2 cup finely chopped dates (90-100g), or other dried fruit (see “substitutes” section in blog post)"
https://rainbowplantlife.com/40-fantastic-vegan-breakfast-recipes/,40 Fantastic Vegan Breakfast Recipes,"1/3 cup shelled pistachios (45g), chopped"
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,2 cups (480) ml full-fat oat milk*
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,1 ½ tablespoons apple cider vinegar
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,2 cups (250g) whole wheat pastry flour**
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,1 tablespoon organic brown sugar
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,1 1/2 tablespoons baking powder
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,½ teaspoon baking soda
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,½ teaspoon sea salt
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,1/2 cup (120g) canned pumpkin puree***
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,1 teaspoon vanilla extract
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,"3 tablespoons vegan butter melted, plus more for serving****"
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,neutral-flavored oil of choice for cooking pancakes
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,pure maple syrup for serving
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,1 ½ teaspoons ground cinnamon
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,½ teaspoon freshly grated nutmeg
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,¼ teaspoon ground ginger
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,¼ teaspoon ground allspice
https://rainbowplantlife.com/vegan-pumpkin-pancakes/,Vegan Pumpkin Pancakes,¼ teaspoon ground cloves
https://rainbowplantlife.com/eggy-tofu-scramble/,The Best Tofu Scramble,1 14- or 16-ounce (400/454g) block of firm tofu
https://rainbowplantlife.com/eggy-tofu-scramble/,The Best Tofu Scramble,1/4 teaspoon ground turmeric
https://rainbowplantlife.com/eggy-tofu-scramble/,The Best Tofu Scramble,½ teaspoon garlic powder
https://rainbowplantlife.com/eggy-tofu-scramble/,The Best Tofu Scramble,½ teaspoon onion powder
https://rainbowplantlife.com/eggy-tofu-scramble/,The Best Tofu Scramble,¼ teaspoon paprika
https://rainbowplantlife.com/eggy-tofu-scramble/,The Best Tofu Scramble,½ teaspoon chipotle chile flakes (crushed chipotle chilies)
https://rainbowplantlife.com/eggy-tofu-scramble/,The Best Tofu Scramble,"½ teaspoon kala namak (aka indian black salt),  plus more to finish"
https://rainbowplantlife.com/eggy-tofu-scramble/,The Best Tofu Scramble,freshly cracked black pepper to taste
https://rainbowplantlife.com/eggy-tofu-scramble/,The Best Tofu Scramble,1 generous tablespoon tahini
https://rainbowplantlife.com/eggy-tofu-scramble/,The Best Tofu Scramble,2 tablespoons nutritional yeast
https://rainbowplantlife.com/eggy-tofu-scramble/,The Best Tofu Scramble,"½ cup (120 ml) plant-based milk of choice,  such as oat, cashew, or almond"
https://rainbowplantlife.com/eggy-tofu-scramble/,The Best Tofu Scramble,1 tablespoon olive oil or cooking oil of choice
https://rainbowplantlife.com/eggy-tofu-scramble/,The Best Tofu Scramble,sea salt or kosher salt to taste
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,4 to 6 burrito-sized flour tortillas (use gf as needed)
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,vegan queso sauce (recipe below)
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,eggy tofu scramble (recipe below)
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,crispy roasted potatoes (recipe below)
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,pico de gallo (recipe below)
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,"1 large or 2 medium avocados, diced"
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,1 tablespoon fresh lime juice
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,sea salt or kosher salt
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,hot sauce for serving (i like cholula or tapatio)
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,1 cup (~130g) raw cashews
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,"1/2 cup (~112g) vegan coconut yogurt (unsweetened, plain)"
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,1/2 cup (~120g) of your favorite salsa
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,2 tablespoons water
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,1 teaspoon ground cumin
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,1/2 teaspoon chili powder
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,1/2 teaspoon smoked paprika
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,several cracks of freshly cracked black pepper
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,2 tablespoons nutritional yeast
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,2 tablespoons pickled jalapeños + 2 tablespoons of the pickled jalapeño brine
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,kosher salt or sea salt to taste
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,1 14- or 16-ounce (400/454g) block of firm tofu
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,1/4 teaspoon ground turmeric
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,½ teaspoon garlic powder
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,½ teaspoon onion powder
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,¼ teaspoon paprika
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,½ teaspoon chipotle chile flakes (crushed chipotle chilies)
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,"½ teaspoon kala namak (aka indian black salt),  plus more to finish"
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,freshly cracked black pepper to taste
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,1 generous tablespoon tahini
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,2 tablespoons nutritional yeast
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,"½ cup (120 ml) plant-based milk of choice,  such as oat, cashew, or almond"
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,1 tablespoon olive oil or cooking oil of choice
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,sea salt or kosher salt to taste
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,"20-22 ounces (570-630g) yukon gold potatoes,  peeled and diced as evenly as possible into ½-inch to ¾-inch cubes"
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,1 tablespoon cornstarch
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,freshly cracked black pepper
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,2 tablespoons regular olive oil (or avocado oil)
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,kosher salt or sea salt to taste
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,"1 serrano pepper,  finely minced (use jalapeño for a milder version or de-seed the pepper)"
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,3/4 cup diced red onion (100g)
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,"2 ½ tablespoons fresh lime juice, plus more to taste"
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,"3/4 teaspoon kosher salt,  plus more to taste"
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,"12 ounces good-quality tomatoes, diced*"
https://rainbowplantlife.com/the-best-vegan-breakfast-burritos/,The Best Vegan Breakfast Burritos,"1 fat garlic clove, grated or crushed  (optional)**"
